Compra,33,0.00010336910938209048,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,44,0.00013782547917612063,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,43,0.0001346930819221179,Bitcoin
Compra,43,0.0001346930819221179,Bitcoin
Venda,99,0.00031010732814627144,Bitcoin
Venda,99,0.00031010732814627144,Bitcoin
Venda,99,0.00031010732814627144,Bitcoin
Venda,77,0.00024119458855821111,Bitcoin
Compra,6,1.879438352401645e-05,Bitcoin
Compra,44,0.00013782547917612063,Bitcoin
Compra,22,6.891273958806032e-05,Bitcoin
Compra,44,0.00013782547917612063,Bitcoin
Compra,33,0.00010336910938209048,Bitcoin
Compra,233,0.0007298485601826388,Bitcoin
Compra,677,0.002120632940959856,Bitcoin
Compra,989,0.06593333333333333,Bitcoin
Compra,23,0.0015333333333333334,Bitcoin
Compra,353,0.023533333333333333,Bitcoin
Compra,43,0.0028666666666666667,Bitcoin
Compra,23,7.204513684206306e-05,Bitcoin
Compra,1,3.1323972540027417e-06,Bitcoin
Compra,34,0.00010650150663609322,Bitcoin
